,lnR,lnR_2,SZCZRV,Jan,Feb,Mar,Apr,May,June,July,Aug,Sep,Oct,Nov,Dec,M,Tu,W,Th,F,Sa,Su,ntd_cnt,risk_M,risk_Tu,risk_Th,risk_F,risk_Jan,risk_Feb,risk_May,risk_Dec,risk_ntd_cnt,emotion_M,emotion_Tu,emotion_Th,emotion_F,emotion_Jan,emotion_Feb,emotion_May,emotion_Dec,emotion_ntd_cnt,news_M,news_Tu,news_Th,news_F,news_Jan,news_Feb,news_May,news_Dec,news_ntd_cnt
2009-10-28,0.007454952259813297,5.557631319609538e-05,0.00030026847696909694,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-10-29,-0.025279814650302157,0.0006390690287536316,0.000570950173277123,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.08155310278278914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04874862698434353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-10-30,0.008493202633925279,7.213449098091529e-05,0.00038305459088349136,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.08245704478970116,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0560269116544836,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2009-11-02,0.0334651768817853,0.001119918063729177,0.0008741846901778194,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0.042297857295465785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08459571459093157,0.07195144013057148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14390288026114295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-03,0.011277313989523918,0.00012717781081831187,0.0001697788132266315,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.07498019163653125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5525608184705922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-04,0.005532936944611322,3.061339123304487e-05,0.00015724331031959955,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-05,-0.00228468359440015,5.219779126521188e-06,0.00016109910720072955,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.10208325589485669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8412652943296136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-06,0.00660517139402117,4.3628289144395563e-05,0.00015803141166630016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.26868670212182394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9987765497575991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2009-11-09,0.003773516879972405,1.4239429643436675e-05,0.00014041523108074082,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0.4742870481750795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.948574096350159,1.3496983520832746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.699396704166549,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2009-11-10,0.008797286284952577,7.739224597941471e-05,0.00015756756577452755,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.4699170316291553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0911659599125463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-11,-0.0033947251796764277,1.1524159045529154e-05,0.00016209200000046438,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-12,0.005581438148240636,3.115245180263586e-05,0.00014847664727944327,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.6756674575385975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7592510635866264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-13,0.006361981595407684,4.04748098203061e-05,0.00022730856382565173,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.6768098108213072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0771563355908667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2009-11-16,0.032288720143379024,0.0010425614484974503,0.00020504170863644487,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0.7698118642582377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5396237285164753,1.7162748212774723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4325496425549447,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2009-11-17,-0.002089822161231325,4.367356665573566e-06,0.00011539593308894013,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.7305673924691312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.286024005589805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-18,-0.0021037277702422585,4.425670531288465e-06,0.00012314472690102096,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-19,0.00418406061370824,1.7506363219184576e-05,9.664878373049192e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.9255449638662722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2891583440229435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-20,-0.0003212300217079189,1.0318872684647006e-07,0.00015787667861619768,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,1.0711987307887416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3048328159572908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2009-11-23,0.011579882578955036,0.00013409368054238634,8.4569279269744e-05,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1.0956084374791168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1912168749582337,1.5346866661875322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0693733323750645,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2009-11-24,-0.029398695648202633,0.0008642833058156484,0.0006162708652873086,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.8747321425202007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4990152893009729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-25,0.026499442066626244,0.0007022204298424805,0.0003981233222825847,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-26,-0.03890842456598165,0.001513865502206684,0.0009651349020864348,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.8031466606382529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9969181480440953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-27,-0.03143719703965431,0.0009882973577100495,0.0008400554167633523,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.6081675270914941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.745826617739737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-30,0.04633244198110198,0.0021466951799321812,0.0005258184312037987,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0.5796690429028885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.159338085805777,1.0537330808102676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1074661616205352,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2009-12-01,0.014384320415246066,0.00020690867380846476,0.00030815439510491677,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-0.0,-0.7158348278869086,-0.0,-0.0,-0.0,-0.0,-0.0,-0.7158348278869086,-0.0,0.0,0.9392822121471054,0.0,0.0,0.0,0.0,0.0,0.9392822121471054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-02,0.008611298045190452,7.41544540231009e-05,0.00018760504657251744,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.702748077443416,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.723353796914756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2009-12-03,-0.0029513456131429194,8.710440928217955e-06,0.00017582060246786025,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.0,-0.0,-0.7403208281724296,-0.0,-0.0,-0.0,-0.0,-0.7403208281724296,-0.0,0.0,0.0,1.1737772920818261,0.0,0.0,0.0,0.0,1.1737772920818261,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0
2009-12-04,0.009050601556744198,8.19133885389405e-05,0.0007006935693280277,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.0,-0.0,-0.0,-0.5022184363077425,-0.0,-0.0,-0.0,-0.5022184363077425,-0.0,0.0,0.0,0.0,1.9634722452405475,0.0,0.0,0.0,1.9634722452405475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-07,0.011926495647093915,0.00014224129842015012,0.00028415611639342483,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,-0.5033366493964957,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.5033366493964957,-1.0066732987929914,2.4116755063371174,0.0,0.0,0.0,0.0,0.0,0.0,2.4116755063371174,4.823351012674235,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0
2009-12-08,-0.008665686889338886,7.509412926405986e-05,0.0002581982693143284,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-0.0,-0.5745361573756981,-0.0,-0.0,-0.0,-0.0,-0.0,-0.5745361573756981,-0.0,0.0,1.7550534117340895,0.0,0.0,0.0,0.0,0.0,1.7550534117340895,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2009-12-09,-0.01141499880597685,0.00013030219774045292,0.00030100588720575805,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.626498252819834,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4339715626046987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2009-12-10,0.0069918236336103945,4.888559772351286e-05,0.00025467724416464296,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.0,-0.0,-0.6302273087803795,-0.0,-0.0,-0.0,-0.0,-0.6302273087803795,-0.0,0.0,0.0,1.164501894655171,0.0,0.0,0.0,0.0,1.164501894655171,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0
2009-12-11,0.0005096474496202319,2.597405229044068e-07,0.00015495297100274485,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.0,-0.0,-0.0,-0.5644265858692185,-0.0,-0.0,-0.0,-0.5644265858692185,-0.0,0.0,0.0,0.0,1.092200787545273,0.0,0.0,0.0,1.092200787545273,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
2009-12-14,0.004642608309831431,2.1553811918515854e-05,0.0002855805716136786,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,-0.536474782605012,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.536474782605012,-1.072949565210024,0.8947421373381967,0.0,0.0,0.0,0.0,0.0,0.0,0.8947421373381967,1.7894842746763935,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
2009-12-15,-0.008254663623013414,6.813947152910094e-05,0.00020981145136658003,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-0.0,-0.5624249729328413,-0.0,-0.0,-0.0,-0.0,-0.0,-0.5624249729328413,-0.0,0.0,0.5244496942692161,0.0,0.0,0.0,0.0,0.0,0.5244496942692161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-16,-0.011703681068347294,0.00013697615054959086,0.00011476140486471575,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.6328625147893089,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5926389455365622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2009-12-17,-0.020199018464174046,0.000408000346916044,0.00023468555396331318,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.0,-0.0,-0.6786438588883394,-0.0,-0.0,-0.0,-0.0,-0.6786438588883394,-0.0,0.0,0.0,0.32194090286383276,0.0,0.0,0.0,0.0,0.32194090286383276,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
2009-12-18,-0.03624950185903053,0.001314026385027858,0.0004383417083945501,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.0,-0.0,-0.0,-0.7731561360765652,-0.0,-0.0,-0.0,-0.7731561360765652,-0.0,-0.0,-0.0,-0.0,-0.021109627179838962,-0.0,-0.0,-0.0,-0.021109627179838962,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-21,0.0074195784966271106,5.5050145067611416e-05,0.0003355390407671103,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,-0.773607956837817,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.773607956837817,-1.547215913675634,0.12235214526870061,0.0,0.0,0.0,0.0,0.0,0.0,0.12235214526870061,0.24470429053740123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-22,-0.028346324307626958,0.0008035141017531629,0.00023432400120653146,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-0.0,-0.8661278937930015,-0.0,-0.0,-0.0,-0.0,-0.0,-0.8661278937930015,-0.0,-0.0,-0.2705240983510943,-0.0,-0.0,-0.0,-0.0,-0.0,-0.2705240983510943,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-23,0.013022555680667125,0.0001695869564560756,0.00025062587644331986,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.7539925692963924,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.10818488649985096,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-24,0.037680290135282846,0.0014198042646790937,0.00018195813875550814,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.0,-0.0,-0.7882488648345036,-0.0,-0.0,-0.0,-0.0,-0.7882488648345036,-0.0,0.0,0.0,0.15211400092240454,0.0,0.0,0.0,0.0,0.15211400092240454,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2009-12-25,-0.0011558456274087803,1.335979114399997e-06,0.00010768882172627453,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.0,-0.0,-0.0,-0.765361898256054,-0.0,-0.0,-0.0,-0.765361898256054,-0.0,0.0,0.0,0.0,0.3116382767712451,0.0,0.0,0.0,0.3116382767712451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-28,0.013010613402462567,0.00016927606110833857,0.00010069230971772706,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,-0.6512133517913107,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.6512133517913107,-1.3024267035826214,0.7778541532847392,0.0,0.0,0.0,0.0,0.0,0.0,0.7778541532847392,1.5557083065694783,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0
2009-12-29,0.002967225887260838,8.804429466030867e-06,0.0001292151956475471,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-0.0,-0.5508053704975215,-0.0,-0.0,-0.0,-0.0,-0.0,-0.5508053704975215,-0.0,0.0,0.6517130945179131,0.0,0.0,0.0,0.0,0.0,0.6517130945179131,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2009-12-30,0.010349114007238924,0.0001071041607348289,0.0001533088012684531,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.5198191948954597,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0820295020275257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2009-12-31,0.0040593317114208105,1.6478173943346608e-05,0.00014717802346827274,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.0,-0.0,-0.5319875528261926,-0.0,-0.0,-0.0,-0.0,-0.5319875528261926,-0.0,0.0,0.0,0.9619638454249916,0.0,0.0,0.0,0.0,0.9619638454249916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-04,-0.012222594291721123,0.00014939181122001376,0.00010768252552946503,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,-0.3725062952599979,-0.0,-0.0,-0.0,-0.3725062952599979,-0.0,-0.0,-0.0,-1.1175188857799938,0.3717643688634727,0.0,0.0,0.0,0.3717643688634727,0.0,0.0,0.0,1.1152931065904181,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
2010-01-05,-0.0011947839054915477,1.4275085808216356e-06,0.00015851422406378923,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0,-0.3479003559214964,-0.0,-0.0,-0.3479003559214964,-0.0,-0.0,-0.0,-0.0,0.0,0.354873515893282,0.0,0.0,0.354873515893282,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2010-01-06,-0.0009029493007997047,8.153174398146757e-07,0.00014924511662912785,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.3745120258618354,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.12583387719630235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
2010-01-07,-0.02017221305862016,0.00040691817968236565,0.00026581847100429684,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0,-0.0,-0.5028015708052547,-0.0,-0.5028015708052547,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.14503565654017464,-0.0,-0.14503565654017464,-0.0,-0.0,-0.0,-0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0
2010-01-08,0.002411810886661314,5.8168317530180344e-06,0.00027588534175035834,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0,-0.0,-0.0,-0.5023083786400251,-0.5023083786400251,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.2645939620844201,-0.2645939620844201,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
2010-01-11,-0.008048164165742833,6.477294643874703e-05,0.0004056228526405842,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-0.5486206860455898,-0.0,-0.0,-0.0,-0.5486206860455898,-0.0,-0.0,-0.0,-1.0972413720911796,-0.6213715506037346,-0.0,-0.0,-0.0,-0.6213715506037346,-0.0,-0.0,-0.0,-1.2427431012074692,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0
2010-01-12,0.016589724140910533,0.00027521894707150974,0.0001963935600733184,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0,-0.4192526563967365,-0.0,-0.0,-0.4192526563967365,-0.0,-0.0,-0.0,-0.0,-0.0,-0.124138801726698,-0.0,-0.0,-0.124138801726698,-0.0,-0.0,-0.0,-0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2010-01-13,-0.02763208039412568,0.0007635318669074248,0.0007070967921398708,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.5510108125159742,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0812112896431329,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
2010-01-14,0.014311810504603173,0.00020482791991966972,0.00015463080279854363,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0,-0.0,-0.5491306875658634,-0.0,-0.5491306875658634,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.24063918581836666,0.0,0.24063918581836666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-15,0.004547289591828374,2.067784263195066e-05,0.00013002052718342024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0,-0.0,-0.0,-0.5011311454143232,-0.5011311454143232,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.5531366509458236,0.5531366509458236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0
2010-01-18,0.0072974410338328966,5.3252645642268135e-05,7.748943488059854e-05,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-0.4480398004247848,-0.0,-0.0,-0.0,-0.4480398004247848,-0.0,-0.0,-0.0,-0.8960796008495696,0.7197401491250647,0.0,0.0,0.0,0.7197401491250647,0.0,0.0,0.0,1.4394802982501294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-19,-0.0008123632391576763,6.599340323347519e-07,6.737811256175983e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0,-0.44128194931703324,-0.0,-0.0,-0.44128194931703324,-0.0,-0.0,-0.0,-0.0,0.0,0.9114852481089715,0.0,0.0,0.9114852481089715,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2010-01-20,-0.03308810452161204,0.001094822660833123,0.0002091511459840246,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.4409509328582411,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.3357462236579925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2010-01-21,7.741945477413026e-05,5.9937719775236e-09,0.0003105482598129629,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0,-0.0,-0.4537156041561366,-0.0,-0.4537156041561366,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.3666374252439783,0.0,0.3666374252439783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-22,-0.02518213988244611,0.0006341401690590829,0.0006520188806200425,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0,-0.0,-0.0,-0.42572003191388746,-0.42572003191388746,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.05672710121906537,-0.05672710121906537,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
2010-01-25,-0.010032749759920634,0.00010065606774518753,0.00023495074257517222,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-0.4987227958391698,-0.0,-0.0,-0.0,-0.4987227958391698,-0.0,-0.0,-0.0,-0.9974455916783396,-0.14203436860638727,-0.0,-0.0,-0.0,-0.14203436860638727,-0.0,-0.0,-0.0,-0.28406873721277454,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0
2010-01-26,-0.02497861544737745,0.0006239312296679633,0.0003772074383341035,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0,-0.4823113574021939,-0.0,-0.0,-0.4823113574021939,-0.0,-0.0,-0.0,-0.0,-0.0,-0.6103372621119276,-0.0,-0.0,-0.6103372621119276,-0.0,-0.0,-0.0,-0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2010-01-27,-0.00956497638620668,9.14887732686914e-05,0.0003710643390299183,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.5324017637955683,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.5695556794028754,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
